frame_num,stage_drive_x,stage_drive_y,stage_geo_x,stage_geo_y,stage_geo_units,cell_id,cell_x,cell_y,cell_vector_x,cell_vector_y
86,-10,0,-13717,1959,25,0,420,1410,0.0,0.12000014188195673
86,-10,0,-13717,1959,25,1,599,682,0.5340489591582922,0.12251110930777709
86,-10,0,-13717,1959,25,2,914,1024,0.14867728742959793,0.038690567084449845
87,-10,0,-13718,1959,25,0,424,1410,0.0,1.1580001997152578
87,-10,0,-13718,1959,25,1,602,682,0.34005705259872904,0.9682100590803997
87,-10,0,-13718,1959,25,2,916,1024,0.2147551134302602,0.30939083080188534
88,-10,0,-13719,1959,25,0,420,1410,0.0,0.33720018028398613
88,-10,0,-13719,1959,25,1,598,680,-0.4977543977725873,0.06973630619709181
88,-10,0,-13719,1959,25,2,914,1022,-0.40341694239837134,-0.19393623383649583
89,-10,0,-13720,1959,25,0,412,1409,-0.3,-2.7385198874031116
89,-10,0,-13720,1959,25,1,589,679,-1.2348960937007292,-3.2801162126803547
89,-10,0,-13720,1959,25,2,906,1024,-0.11511229875890205,-2.8880843089324
90,-10,0,-13720,1959,25,0,406,1408,-0.7200000000000273,-5.869967968563145
90,-10,0,-13720,1959,25,1,584,679,-1.3804264527402097,-6.140978112090454
90,-10,0,-13720,1959,25,2,899,1024,0.12123464141642432,-6.00756266881981
91,-10,0,-13721,1959,25,0,399,1408,-0.7980000000000246,-8.40099123480623
91,-10,0,-13721,1959,25,1,578,680,-0.7681697682457866,-8.10128800805038
91,-10,0,-13721,1959,25,2,893,1024,0.25030710711423565,-8.188928720095044
92,-10,0,-13721,1959,25,0,388,1410,-0.013200000000028966,-10.952410150734522
92,-10,0,-13721,1959,25,1,568,680,-0.1091391586259648,-10.043118532807238
92,-10,0,-13721,1959,25,2,880,1025,0.565565700968409,-11.159206339959201
93,-10,0,-13722,1959,25,0,384,1408,-0.0598799999999756,-10.652680346663965
93,-10,0,-13722,1959,25,1,562,678,-0.21507598430426933,-10.189464340294863
93,-10,0,-13722,1959,25,2,876,1026,0.9165770063758143,-11.090638771876355
94,-10,0,-13722,1959,25,0,370,1410,0.5254080000000612,-11.447065379815399
94,-10,0,-13722,1959,25,1,548,680,0.3752910330121948,-11.435067103447748
94,-10,0,-13722,1959,25,2,863,1023,-0.01268818175171893,-11.61544984265545
