frame_num,track_id,det_bb_top,det_bb_left,det_bb_bottom,det_bb_right,track_x,track_y,track_Vx,track_Vy,track_len,track_value,pose_tip_x,pose_tip_y,pose_left_x,pose_left_y,pose_right_x,pose_right_y,pose_bottom_x,pose_bottom_y,pose_tail1_x,pose_tail1_y,head_x,head_y
108,0,1013,845,1153,1044,944.5999145508,1081.7841796875,4.013458252,-2.4060668945,109,0,1023.0462646484,1051.7469482422,972.0793457031,1035.5786132813,993.0424194336,1088.6690673828,943.4610595703,1080.3203125,886.8843994141,1107.5040283203,1036,1030
108,1,740,1314,862,1475,1394.900390625,801.1116943359,-3.8646850586,1.700592041,109,0,1321.6275634766,852.5454711914,1382.5758056641,837.1948242188,1357.9678955078,801.9945068359,1394.5646972656,801.3202514648,1448.6508789063,766.7082519531,1311,848
109,0,1013,857,1150,1048,951.5283203125,1080.9694824219,5.9567565918,-1.3451538086,110,0,1036.2584228516,1046.6892089844,976.7128295898,1033.7384033203,1003.1189575195,1089.4560546875,951.2712402344,1080.1502685547,895.5510253906,1109.26953125,1038,1022
109,1,741,1310,864,1472,1391.0089111328,802.5780639648,-3.8825073242,1.5444641113,110,0,1320.4637451172,855.0447998047,1380.1984863281,837.8905639648,1353.1031494141,804.0524291992,1391.2580566406,802.0191040039,1445.5981445313,767.2932128906,1305,848
110,0,1010,870,1148,1053,960.4962768555,1079.1560058594,7.9642028809,-1.6572875977,111,0,1042.9099121094,1037.427734375,980.4271240234,1028.9406738281,1014.0293579102,1084.7973632813,960.65234375,1079.5384521484,907.4673461914,1114.1694335938,1038,1020
110,1,746,1305,864,1475,1389.2816162109,804.7806396484,-2.4457397461,1.9831848145,111,0,1317.1734619141,854.8309326172,1379.7384033203,836.5681152344,1354.2351074219,805.2999267578,1389.3657226563,804.0948486328,1444.4163818359,767.0785522461,1302,846
111,0,1008,879,1149,1052,966.2401123047,1078.2497558594,6.4839782715,-1.1566772461,112,0,1038.7907714844,1031.6596679688,980.3858642578,1026.5982666016,1015.3372802734,1078.4704589844,965.7850952148,1077.6907958984,918.5541381836,1110.771484375,1033,1020
111,1,750,1304,864,1474,1388.458984375,806.9409179688,-1.3637084961,2.1012878418,112,0,1319.4951171875,853.6094360352,1377.8784179688,835.361328125,1355.6131591797,808.2331542969,1387.6260986328,805.3812255859,1438.2854003906,771.7043457031,1303,842
112,0,1004,877,1149,1056,968.0560302734,1076.6481933594,3.3719177246,-1.4531860352,113,0,1040.0412597656,1029.5434570313,981.5495605469,1027.2624511719,1013.5328369141,1075.9886474609,967.772277832,1075.6955566406,920.3522949219,1111.6134033203,1034,1014
112,1,750,1302,867,1476,1388.5238037109,808.635559082,-0.411315918,1.8301696777,113,0,1315.6846923828,853.7890625,1374.6314697266,844.2435913086,1348.490234375,807.032043457,1388.0325927734,807.8330688477,1435.8809814453,777.2213134766,1303,841
113,0,1000,875,1146,1059,968.1069946289,1073.548828125,1.1579284668,-2.5507202148,114,0,1046.7458496094,1027.1843261719,985.5379638672,1021.7747192383,1017.1486816406,1075.8125,967.9806518555,1072.8916015625,916.7998046875,1111.8862304688,1042,1009
113,1,751,1301,869,1479,1389.5280761719,810.1164550781,0.532409668,1.5973205566,114,0,1315.0258789063,855.248046875,1373.1135253906,848.2444458008,1346.7316894531,806.6576538086,1389.1164550781,809.9202880859,1440.8706054688,778.1072998047,1300,840
114,0,1000,874,1142,1066,969.8162231445,1070.9995117188,1.5254821777,-2.5497436523,115,0,1051.7318115234,1029.1072998047,993.0108642578,1022.7216186524,1017.0116577149,1072.9888916016,969.0883789063,1069.9921875,914.4514770508,1105.8262939453,1055,1006
114,1,752,1300,870,1481,1390.3901367188,811.1784667969,0.7521362305,1.240447998,115,0,1312.5987548828,855.3367919922,1371.3271484375,853.4389038086,1342.9644775391,803.4923095703,1389.94921875,810.7666015625,1442.2364501953,779.3891601563,1296,843
115,0,999,872,1134,1071,971.4604492188,1066.9874267578,1.6046447754,-3.524597168,116,0,1047.2963867188,1029.6142578125,996.6451416016,1021.2230224609,1021.9380493164,1069.71875,971.0977783203,1065.9803466797,916.1240844727,1098.8464355469,1060,1002
115,1,752,1299,869,1483,1391.0356445313,810.9797363281,0.6809692383,0.2809753418,116,0,1308.0399169922,850.8216552734,1367.1348876953,855.1292724609,1341.1871337891,798.654296875,1390.8802490234,809.7145996094,1443.9616699219,780.6806030273,1292,840
116,0,997,871,1125,1074,972.6412353516,1061.6157226563,1.3221130371,-4.7560424805,117,0,1056.2744140625,1025.2603759766,1004.3529663086,1016.1301879883,1026.7166748047,1065.7525634766,972.3104858398,1061.1739501953,914.0145263672,1094.8947753906,1066,1000
116,1,755,1298,866,1483,1390.8041992188,810.6901855469,0.0726928711,-0.099395752,117,0,1305.7482910156,844.1237792969,1362.5755615234,855.0642089844,1340.7550048828,795.9488525391,1389.8463134766,809.7046508789,1444.0577392578,784.6247558594,1288,839
117,0,996,873,1121,1076,974.3658447266,1058.08984375,1.590423584,-3.9358520508,118,0,1056.5053710938,1023.9027099609,1006.8128662109,1017.3972167969,1025.2822265625,1061.2554931641,974.3134155273,1058.1918945313,914.3802490234,1091.7807617188,1067,994
117,1,757,1296,862,1483,1389.8442382813,809.7727050781,-0.6157836914,-0.6448059082,118,0,1302.9666748047,839.1951904297,1358.7028808594,853.9877929688,1340.6418457031,790.7744140625,1388.8717041016,808.7332763672,1444.9796142578,786.9017333984,1283,834
118,0,994,880,1123,1081,979.364074707,1057.4135742188,3.8622741699,-1.762878418,119,0,1058.2962646484,1019.8422851563,1008.6951904297,1014.3599853516,1029.7393798828,1059.8393554688,979.3223876953,1057.2055664063,920.6113891602,1092.6635742188,1071,990
118,1,757,1295,858,1485,1389.8071289063,807.9069824219,-0.2300415039,-1.458770752,119,0,1299.8255615234,834.4448242188,1356.2355957031,852.7631835938,1338.2037353516,786.3706054688,1389.205078125,807.065246582,1449.8045654297,787.8353881836,1282,823
119,0,993,886,1123,1085,984.9315795898,1057.4125976563,4.9991149902,-0.5881958008,120,0,1064.2370605469,1019.1198730469,1013.8752441406,1012.705078125,1035.9385986328,1057.8625488281,984.3197021484,1057.1932373047,927.6051025391,1092.4610595703,1073,990
119,1,757,1294,855,1487,1390.2692871094,806.1120605469,0.2313842773,-1.6828918457,120,0,1297.8272705078,830.6763916016,1355.4729003906,850.189453125,1339.4986572266,783.3428344727,1390.3232421875,806.1666259766,1454.9437255859,785.4650268555,1283,817
120,0,993,883,1119,1088,986.6076660156,1056.2060546875,2.783782959,-1.0004272461,121,0,1070.142578125,1016.080871582,1019.901184082,1011.1826782227,1037.5493164063,1056.2114257813,986.0966186523,1055.9647216797,940.8794555664,1082.5354003906,1062,1001
120,1,757,1291,854,1486,1389.0002441406,805.2322998047,-0.7689819336,-1.1474914551,121,0,1293.4450683594,828.9815673828,1353.8410644531,847.6395263672,1339.0721435547,781.4703979492,1389.2349853516,805.0608520508,1454.8464355469,785.6762695313,1281,815
121,0,994,892,1118,1088,989.8479003906,1055.8013916016,3.0880432129,-0.6032104492,122,0,1071.7963867188,1016.0132446289,1019.9537963867,1012.1353759766,1036.865234375,1052.7244873047,988.5893554688,1054.4733886719,945.0083618164,1081.7406005859,1065,989
121,1,757,1290,852,1482,1386.5578613281,804.3962402344,-1.8845825195,-0.9399108887,122,0,1292.2873535156,826.2562255859,1352.5131835938,847.2637939453,1338.3800048828,778.6246337891,1386.4340820313,804.2554931641,1453.7170410156,785.6407470703,1277,814
122,0,993,892,1109,1089,991.1090087891,1052.0495605469,1.8700866699,-2.702331543,123,0,1076.9877929688,1012.9784545899,1023.0502929688,1009.926940918,1039.0404052734,1048.056640625,990.8578491211,1051.7451171875,945.2630004883,1081.7279052734,1069,986
122,1,754,1285,851,1482,1383.7933349609,802.739074707,-2.4712524414,-1.4180603027,123,0,1292.6948242188,824.0053100586,1352.2825927734,843.5962524414,1335.6915283203,778.5465087891,1382.8315429688,801.6635742188,1447.7404785156,784.7689819336,1273,813
123,0,992,895,1103,1093,993.7447509766,1047.9617919922,2.3805236816,-3.6259155273,124,0,1082.8699951172,1011.5545654297,1025.0299072266,1006.4309082031,1039.3364257813,1049.0997314453,993.3068237305,1047.2073974609,943.4096069336,1078.4340820313,1077,985
123,1,752,1282,849,1479,1380.7055664063,800.7052612305,-2.8822631836,-1.8285827637,124,0,1291.4139404297,820.924987793,1348.8656005859,841.7344360352,1334.4058837891,777.1213989258,1379.3552246094,799.1841430664,1444.9467773438,783.4641723633,1270,812
124,0,991,895,1103,1097,996.0313110352,1046.333984375,2.3179016113,-2.2938842773,125,0,1085.8594970703,1009.2583618164,1022.7322998047,1006.5617675781,1040.1472167969,1049.5310058594,996.8244018555,1046.7630615234,940.9320068359,1082.2308349609,1091,984
124,1,749,1278,849,1479,1378.3308105469,798.9691772461,-2.5438842773,-1.7669372559,125,0,1289.8948974609,822.5973510742,1346.9073486328,839.5831298828,1329.8356933594,776.8137207031,1376.7664794922,796.6040649414,1439.2744140625,781.6658325195,1270,813
125,0,993,901,1098,1101,1000.3372802734,1045.1350097656,3.6432800293,-1.5639038086,126,0,1088.4548339844,1006.491027832,1026.0026855469,1007.8498535156,1041.3088378906,1045.4200439453,1000.2751464844,1045.228515625,944.739440918,1079.2153320313,1096,977
125,1,748,1276,849,1477,1376.3217773438,798.1755371094,-2.1873168945,-1.1180725098,126,0,1288.0151367188,825.2874145508,1346.1159667969,840.8283691406,1327.8421630859,777.0233154297,1375.1529541016,796.9803466797,1439.6795654297,779.278137207,1268,816
126,0,994,904,1099,1106,1004.7451171875,1045.7678222656,4.1529846191,-0.0994262695,127,0,1091.9077148438,1009.7835693359,1034.8675537109,1011.7028198242,1042.0385742188,1041.7795410156,1004.15625,1045.0959472656,946.6579589844,1076.9830322266,1104,982
126,1,750,1275,849,1475,1374.7836914063,798.8894042969,-1.7545776367,0.1031799316,127,0,1289.3021240234,827.4639892578,1345.6949462891,841.8121337891,1324.2922363281,779.2875366211,1373.0391845703,796.8817138672,1438.4254150391,779.6524658203,1266,823
127,0,995,907,1097,1106,1007.0994873047,1045.9171142578,2.9539489746,0.0663452148,128,0,1099.0270996094,1011.6487426758,1033.3819580078,1013.6397705078,1041.8256835938,1046.7174072266,1007.7702026367,1045.7469482422,947.0715942383,1076.6370849609,1108,983
127,1,750,1274,850,1473,1373.3823242188,799.7481689453,-1.5191040039,0.6069030762,128,0,1287.9152832031,831.4891357422,1347.0119628906,843.9627075195,1325.2386474609,781.9575195313,1373.0035400391,798.826965332,1438.1358642578,776.1198120117,1266,827
128,0,993,909,1090,1108,1008.8883666992,1042.6208496094,2.1772155762,-2.1753540039,129,0,1094.5627441406,1011.5986328125,1028.7470703125,1011.3775024414,1041.8342285156,1046.6611328125,1008.2501220703,1042.2355957031,955.4578857422,1070.4727783203,1114,989
128,1,751,1278,855,1470,1373.4658203125,802.3387451172,-0.4507446289,1.9293518066,129,0,1291.1273193359,838.2036132813,1352.5390625,846.020690918,1330.4588623047,789.6274414063,1373.4383544922,802.2376098633,1435.640625,775.508972168,1267,836
129,0,990,907,1080,1116,1011.3913574219,1036.361328125,2.3944396973,-4.8981323242,130,0,1097.7122802734,1004.1813964844,1039.2158203125,1004.4306640625,1050.0837402344,1043.9594726563,1010.9230957031,1035.8868408203,960.6171875,1062.5936279297,1118,996
129,1,753,1281,861,1463,1372.2537841797,806.3170166016,-0.9583129883,3.2953186035,130,0,1293.2391357422,852.7704467773,1355.3548583984,848.0352783203,1329.2401123047,800.3010864258,1372.5388183594,806.3132324219,1433.5463867188,773.7863769531,1271,846
130,0,988,911,1075,1119,1014.6964111328,1031.4907226563,3.0015563965,-4.879699707,131,0,1110.0081787109,1007.6848754883,1056.67578125,1001.0447387695,1064.2012939453,1043.9038085938,1014.7530517578,1031.6552734375,957.4174804688,1055.6031494141,1122,1006
130,1,759,1283,862,1461,1371.8238525391,810.2780761719,-0.6060180664,3.7391662598,131,0,1292.9963378906,856.2828979492,1359.1953125,847.2171020508,1331.4709472656,804.8325805664,1371.9013671875,810.632019043,1430.734375,775.0693359375,1277,848
131,0,987,917,1071,1126,1020.5494995117,1028.4028320313,4.902557373,-3.6852416992,132,0,1116.9438476563,1013.4130859375,1068.2203369141,1000.0110473633,1073.345703125,1045.6380615234,1020.8389282227,1028.7131347656,959.9935302734,1046.7915039063,1128,1013
131,1,762,1286,862,1460,1372.5544433594,812.5042724609,0.2850952148,2.7305603027,132,0,1295.458984375,853.8310546875,1362.6791992188,842.6309814453,1339.8154296875,804.4384765625,1373.1120605469,812.8052978516,1429.5935058594,778.9007568359,1283,840
132,0,989,921,1069,1128,1024.7380371094,1027.9294433594,4.4265441895,-1.5440063477,133,0,1122.6157226563,1020.0832519531,1072.8869628906,999.0844116211,1076.0979003906,1054.0219726563,1025.1918945313,1028.0716552734,965.4331665039,1040.5617675781,1136,1024
132,1,766,1286,862,1460,1372.9599609375,814.3087158203,0.3652954102,2.1131286621,133,0,1296.0352783203,855.8107910156,1362.1220703125,842.3283691406,1340.0993652344,804.6429443359,1373.1040039063,814.779296875,1431.4888916016,780.0828857422,1283,840
133,0,988,927,1075,1130,1028.6661376953,1030.2214355469,4.0942687988,1.0132446289,134,0,1119.0756835938,1019.5782470703,1072.2888183594,1000.244934082,1082.3970947266,1053.6237792969,1029.2319335938,1031.1127929688,967.4030151367,1046.6608886719,1145,1027
133,1,766,1285,862,1461,1373.0812988281,814.60546875,0.2026977539,0.9021911621,134,0,1294.4719238281,855.2623291016,1363.326171875,842.3549804688,1339.2731933594,804.0634155273,1373.7767333984,814.4490356445,1431.5203857422,780.6056518555,1283,837
134,0,978,946,1084,1139,1040.0650634766,1031.05859375,8.9640808105,0.8959350586,135,0,1125.4877929688,1008.8286132813,1078.353515625,995.7615356445,1097.7049560547,1047.693359375,1041.3604736328,1032.2387695313,979.3610839844,1056.5496826172,1143,1018
134,1,763,1285,863,1460,1372.6960449219,813.626953125,-0.1892700195,-0.3516540527,135,0,1295.2797851563,857.4572753906,1361.4156494141,843.203918457,1337.1713867188,806.1293945313,1372.548828125,813.2495727539,1426.4644775391,781.1104125977,1284,839
135,0,968,954,1095,1144,1049.0073242188,1031.6136474609,8.9494934082,0.6686401367,136,0,1127.8818359375,998.5095214844,1078.7305908203,987.9904174805,1107.0225830078,1038.8107910156,1049.7421875,1031.5986328125,994.7064208984,1057.4533691406,1143,997
135,1,761,1287,863,1458,1372.5017089844,812.3188476563,-0.1926879883,-0.9892883301,136,0,1296.3699951172,856.6000366211,1358.5550537109,844.1546630859,1334.7834472656,807.2732543945,1371.97265625,811.7166137695,1423.6680908203,781.5757446289,1285,842
136,0,957,962,1101,1147,1055.3642578125,1029.8205566406,7.2210998535,-0.9724731445,137,0,1134.5010986328,990.5913696289,1079.1560058594,979.6796875,1113.4523925781,1035.4959716797,1056.0260009766,1029.8803710938,999.6547851563,1061.9992675781,1146,983
136,1,758,1288,865,1457,1372.4522705078,811.4573974609,-0.0972290039,-0.904083252,137,0,1294.7282714844,858.7540893555,1361.3862304688,843.0864868164,1337.6634521484,807.9783325195,1372.5891113281,811.3090209961,1423.9476318359,780.283203125,1286,844
137,0,951,968,1091,1150,1059.8963623047,1022.9620361328,5.4284362793,-4.8965454102,138,0,1137.3874511719,985.4154052734,1082.7486572266,975.2730712891,1114.5673828125,1029.4632568359,1059.8098144531,1022.6820678711,1004.4621582031,1053.8919677734,1148,979
137,1,758,1290,865,1456,1372.8387451172,811.2633056641,0.2252807617,-0.4307556152,138,0,1299.2506103516,857.2593383789,1365.2890625,841.3109741211,1341.9768066406,807.3073120117,1372.6613769531,811.3629760742,1422.0631103516,778.4624633789,1290,844
138,0,949,968,1080,1159,1063.9561767578,1015.3913574219,4.5160217285,-6.6792907715,139,0,1144.1943359375,984.4716186523,1088.2716064453,971.4168701172,1115.1646728516,1028.6354980469,1063.8278808594,1015.7168579102,1003.7314453125,1042.5736083984,1152,978
138,1,757,1293,867,1454,1373.3909912109,811.7081298828,0.4432983398,0.1529846191,139,0,1305.0828857422,857.1492919922,1366.2611083984,841.2152709961,1344.0518798828,809.059753418,1373.8326416016,811.549621582,1421.0472412109,775.5841064453,1294,845
139,0,943,966,1063,1162,1065.1180419922,1004.4279785156,2.2799377441,-9.5353088379,140,0,1147.8103027344,985.2250366211,1097.5244140625,964.2776489258,1112.2799072266,1026.7691650391,1065.5107421875,1004.3885498047,1004.977722168,1025.4724121094,1158,975
139,1,753,1295,870,1455,1374.7084960938,811.5902709961,1.026184082,-0.027557373,140,0,1306.6422119141,857.2692260742,1367.9670410156,843.4629516602,1344.0015869141,809.2946777344,1374.9309082031,811.6586914063,1419.6557617188,773.4884033203,1298,845
140,0,939,963,1054,1169,1066.3494873047,996.0981445313,1.5809631348,-8.7316589355,141,0,1152.7950439453,986.5618896484,1103.7711181641,960.626953125,1111.3754882813,1023.1346435547,1066.7338867188,996.6065063477,1003.2766723633,1016.3206176758,1163,976
140,1,750,1297,872,1454,1375.55859375,811.1406860352,0.9088745117,-0.3089294434,141,0,1307.1596679688,860.51953125,1370.4453125,844.0766601563,1343.0562744141,810.7780151367,1375.8737792969,811.5999755859,1420.3525390625,772.7463989258,1301,845
141,0,937,966,1044,1172,1068.7326660156,989.7166137695,2.1157531738,-7.1648864746,142,0,1157.9235839844,989.576965332,1111.275390625,957.6080932617,1112.8840332031,1020.4034423828,1068.5092773438,989.3580322266,995.6218261719,1008.4404296875,1172,984
141,1,746,1298,876,1453,1375.7419433594,810.9579467773,0.4251098633,-0.224822998,142,0,1307.7768554688,862.1751098633,1369.1785888672,847.5524902344,1340.7864990234,813.7794189453,1375.5261230469,810.2802734375,1420.2259521484,770.44140625,1300,852
142,0,936,965,1044,1175,1070.2121582031,988.1379394531,1.6915588379,-3.4407653809,143,0,1159.4000244141,987.6253051758,1112.03515625,957.0679931641,1114.3472900391,1019.7723999024,1070.2600097656,988.1190795898,997.6854858398,1004.3862304688,1177,984
142,1,745,1299,879,1454,1376.4167480469,811.6832885742,0.5916137695,0.4085998535,143,0,1305.5413818359,865.2387695313,1369.4132080078,848.4331054688,1338.3333740234,814.8279418945,1376.5141601563,811.2651367188,1420.5914306641,770.7045898438,1302,852
143,0,934,971,1047,1176,1073.1009521484,989.0493164063,2.4897155762,-0.5393371582,144,0,1158.9995117188,986.0713500977,1114.2666015625,956.655090332,1117.4311523438,1017.9349365234,1073.3430175781,989.1918334961,1006.6088256836,1007.5335693359,1176,973
143,1,745,1298,881,1454,1376.2520751953,812.7729492188,0.0874633789,0.8626403809,144,0,1305.857421875,868.5582885742,1369.6345214844,849.7572631836,1338.2113037109,816.2372436523,1376.591796875,812.3407592773,1418.8212890625,771.1988525391,1303,853
144,0,927,987,1056,1182,1082.2727050781,990.7525024414,6.9443664551,0.955657959,145,0,1167.0880126953,974.2178955078,1118.2000732422,950.7875366211,1132.6907958984,1011.8343505859,1082.9708251953,990.8228759766,1021.0437011719,1013.8790893555,1175,952
144,1,746,1298,882,1453,1375.7099609375,813.9089355469,-0.3323364258,1.0448303223,145,0,1305.7943115234,866.8350830078,1368.3975830078,850.1705322266,1336.8948974609,816.5620727539,1375.4937744141,813.2448730469,1421.0848388672,771.2622680664,1299,859
145,0,923,995,1063,1183,1089.0541992188,992.6770019531,6.8358459473,1.6015930176,146,0,1163.4528808594,961.4711914063,1112.3204345703,950.5506591797,1140.4919433594,1001.8264770508,1089.6572265625,992.5362548828,1031.6520996094,1019.7540283203,1175,938
145,1,747,1297,883,1453,1375.0944824219,814.9884033203,-0.5211791992,1.0679626465,146,0,1305.1922607422,868.3109741211,1368.4151611328,852.4532470703,1336.8885498047,817.8298339844,1375.8297119141,814.584777832,1419.8076171875,770.9736938477,1299,858
146,0,920,999,1062,1187,1093.7225341797,991.8196411133,5.390838623,-0.037689209,147,0,1162.7640380859,955.3074951172,1113.4877929688,952.9577636719,1143.6159667969,997.2470703125,1093.4810791016,991.3835449219,1035.0183105469,1017.7077026367,1178,935
146,1,747,1297,885,1451,1374.1433105469,816.0140991211,-0.807800293,1.0397644043,147,0,1304.8171386719,870.4509887695,1367.9829101563,853.6420898438,1336.8061523438,817.3645629883,1374.9223632813,816.6662597656,1418.0187988281,773.9730224609,1300,858
147,0,919,1004,1058,1188,1096.7783203125,989.3204956055,3.8341369629,-1.6786804199,148,0,1165.390625,954.2162475586,1116.7947998047,955.032409668,1143.5457763672,995.4653320313,1096.4422607422,989.3634033203,1035.9875488281,1012.5974731445,1181,936
147,1,747,1296,886,1449,1372.7088623047,816.6384277344,-1.2255249023,0.7628479004,148,0,1306.3878173828,869.4959716797,1365.6007080078,853.9309692383,1334.2329101563,820.2110595703,1372.9952392578,816.7671508789,1416.9232177734,773.8728027344,1295,862
148,0,916,1012,1056,1191,1101.2780761719,986.4104614258,4.277923584,-2.4996032715,149,0,1171.9338378906,949.634765625,1120.0178222656,955.3373413086,1140.2923583984,992.5679321289,1100.9826660156,985.9559326172,1040.6430664063,1007.3370361328,1188,932
148,1,748,1294,889,1452,1372.6208496094,818.2253417969,-0.4672241211,1.3122253418,149,0,1302.224609375,871.2887573242,1364.0804443359,855.1329345703,1333.2508544922,820.6433105469,1372.5612792969,818.3148803711,1417.8776855469,773.8007202148,1295,863
149,0,918,1012,1051,1197,1104.7640380859,984.352722168,3.7499084473,-2.2050476074,150,0,1180.6739501953,947.0143432617,1127.9877929688,950.7241821289,1147.6447753906,989.2368164063,1104.2705078125,984.2100830078,1043.4149169922,1000.4145507813,1194,934
149,1,751,1292,887,1450,1371.2883300781,819.1343994141,-1.0440063477,1.0434265137,150,0,1301.8160400391,869.8876953125,1362.1226806641,857.9800415039,1329.6407470703,820.9513549805,1371.4583740234,819.2338867188,1419.626953125,774.7042236328,1292,863
150,0,919,1011,1048,1203,1107.3784179688,983.1619262695,2.9929504395,-1.5289001465,151,0,1186.5170898438,940.7659301758,1127.4991455078,953.1076660156,1146.8264160156,987.5061645508,1106.8930664063,982.8779296875,1047.873046875,1000.7456054688,1201,935
150,1,755,1288,887,1452,1370.0610351563,820.7944335938,-1.1661987305,1.454498291,151,0,1301.3142089844,870.1799316406,1360.1174316406,860.0905151367,1326.4447021484,821.1025390625,1370.3609619141,820.1669311523,1417.1715087891,781.3428344727,1288,864
151,0,918,1015,1050,1206,1110.4677734375,983.4082641602,3.0572814941,-0.3454284668,152,0,1190.7955322266,936.8055419922,1127.3029785156,950.2772827148,1149.6795654297,988.6224365234,1110.1162109375,983.112121582,1048.1733398438,1001.3572998047,1207,937
151,1,755,1283,886,1452,1367.8486328125,820.9372558594,-1.8635864258,0.5800476074,152,0,1295.5115966797,869.9013061523,1355.0610351563,863.5434570313,1320.4613037109,820.8023071289,1366.8953857422,819.721862793,1415.1744384766,782.1435546875,1281,862
152,0,919,1024,1046,1207,1115.0062255859,982.6407470703,4.0447692871,-0.6268615723,153,0,1193.4313964844,934.4513549805,1134.1234130859,950.4184570313,1156.4143066406,984.0847167969,1115.4321289063,982.4182739258,1055.9697265625,999.6322021484,1215,935
152,1,755,1279,883,1452,1365.6213378906,819.6293334961,-2.1061401367,-0.6786193848,153,0,1295.76953125,869.2406005859,1353.3563232422,863.8977050781,1314.6254882813,818.5814819336,1364.67578125,818.5152587891,1414.4537353516,779.7127685547,1276,864
153,0,918,1025,1042,1209,1117.5126953125,980.5034790039,3.0192565918,-1.6338195801,154,0,1194.9256591797,932.6698608398,1135.3392333984,949.7541503906,1157.2210693359,981.8773803711,1117.3923339844,980.3931884766,1064.2677001953,998.3850097656,1217,922
153,1,754,1277,882,1449,1363.1287841797,818.2376708984,-2.3637084961,-1.1539611816,154,0,1288.7557373047,870.0544433594,1349.0361328125,869.7130126953,1310.9040527344,812.2434692383,1363.5400390625,818.3571777344,1420.6046142578,777.1823730469,1268,868
154,0,916,1028,1040,1212,1120.1330566406,978.2174072266,2.7532653809,-2.0686340332,155,0,1195.5697021484,930.4087524414,1132.3679199219,950.7940063477,1153.5319824219,981.731628418,1120.7690429688,978.8167724609,1068.0427246094,1001.478515625,1214,915
154,1,752,1275,880,1446,1360.5662841797,816.2709350586,-2.4962768555,-1.6958312988,155,0,1284.8975830078,867.2312011719,1346.1298828125,867.0914916992,1309.1179199219,808.6070556641,1360.5228271484,816.3359985352,1416.0303955078,777.1632080078,1263,868
155,0,913,1033,1041,1215,1123.7215576172,976.7872314453,3.3100891113,-1.6430358887,156,0,1201.4390869141,927.2587280273,1137.6552734375,949.1413574219,1158.6087646484,980.1926269531,1123.7512207031,976.7962646484,1068.6507568359,1003.9709472656,1219,910
155,1,751,1274,879,1447,1359.892578125,814.8937988281,-1.2813110352,-1.4833679199,156,0,1285.1177978516,866.7733764648,1345.6478271484,864.6012573242,1307.2814941406,808.0003662109,1359.7569580078,814.5755615234,1415.4860839844,776.1895141602,1262,868
156,0,910,1035,1042,1222,1128.1329345703,975.7860107422,4.0442810059,-1.2151184082,157,0,1207.6469726563,926.1635131836,1145.8726806641,946.1198730469,1166.7446289063,975.9895019531,1128.2725830078,975.2911376953,1074.9099121094,1001.0266113281,1226,908
156,1,749,1273,879,1445,1358.9028320313,813.8526000977,-1.0869750977,-1.1885681152,157,0,1286.7839355469,868.1212768555,1345.9901123047,865.1621704102,1306.419921875,810.0638427734,1358.4417724609,813.262512207,1415.4267578125,770.1159667969,1263,871
157,0,907,1041,1044,1224,1132.4193115234,975.2677001953,4.205657959,-0.750579834,158,0,1212.1110839844,922.0061645508,1154.2766113281,941.0718383789,1173.0148925781,972.7297973633,1132.0373535156,975.0181274414,1074.9838867188,1003.8190307617,1232,910
157,1,748,1274,880,1444,1358.7039794922,813.666015625,-0.494934082,-0.5205993652,158,0,1289.7889404297,870.5645751953,1349.6967773438,864.2619018555,1308.2371826172,811.9747314453,1358.4350585938,813.241027832,1413.8762207031,767.8221435547,1268,872
158,0,902,1051,1040,1226,1138.03125,971.8792724609,5.143157959,-2.5091247559,159,0,1217.0523681641,918.6040039063,1162.3848876953,926.7634277344,1187.9093017578,966.96875,1138.1618652344,971.0762329102,1083.1343994141,1000.6478271484,1231,909
158,1,747,1275,881,1441,1358.0522460938,813.7863769531,-0.5994262695,-0.0932922363,159,0,1289.9475097656,873.0147705078,1349.6977539063,863.9735107422,1310.2487792969,812.9016723633,1358.7902832031,813.5859375,1411.6066894531,766.8301391602,1272,870
159,0,898,1056,1042,1230,1143.0435791016,969.8425292969,5.0559387207,-2.1941833496,160,0,1218.6363525391,920.3029785156,1159.7047119141,922.1684570313,1191.8659667969,971.762878418,1142.8792724609,968.7922363281,1092.4517822266,993.8187255859,1226,897
159,1,749,1278,879,1443,1359.73828125,813.9232788086,0.9241333008,0.0601501465,160,0,1292.3190917969,874.2125244141,1352.6370849609,859.8156738281,1314.7287597656,817.5625610352,1359.9444580078,813.7183227539,1413.6239013672,765.2149047852,1277,871
160,0,895,1058,1046,1231,1145.3999023438,969.787109375,3.2561950684,-0.7683410645,161,0,1220.3087158203,917.0149536133,1160.3586425781,916.4320678711,1199.8082275391,968.8790283203,1145.4406738281,969.3276367188,1097.9776611328,993.4289550781,1222,893
160,1,749,1283,881,1440,1361.2905273438,814.7458496094,1.342956543,0.5684509277,161,0,1294.9772949219,873.1647338867,1354.5314941406,858.0725097656,1319.6593017578,818.7373046875,1361.5415039063,814.306640625,1410.1333007813,765.2873535156,1286,872
161,0,891,1063,1048,1232,1147.7890625,969.379699707,2.6781311035,-0.5277404785,162,0,1216.5397949219,916.8807983398,1156.3793945313,913.5841064453,1202.2673339844,966.5003051758,1147.5933837891,969.4851074219,1101.7864990234,1002.2474365234,1219,888
161,1,751,1285,881,1440,1362.5334472656,815.8286132813,1.276184082,0.9112854004,162,0,1296.4901123047,874.8659057617,1357.5228271484,856.4376220703,1324.5599365234,820.0679931641,1362.724609375,815.4547119141,1412.4814453125,765.0582275391,1288,873
