frame_num,stage_drive_x,stage_drive_y,stage_geo_x,stage_geo_y,stage_geo_units,cell_id,cell_x,cell_y,cell_vector_x,cell_vector_y
41,0,0,3055970,347068,25,0,1584,1371,-0.4813331879075121,0.10917031603589744
42,0,0,3055970,347068,25,0,1584,1372,-0.1157232897487574,0.16980733380887608
43,0,0,3055970,347068,25,0,1584,1372,0.1749206258870118,0.16131104610731195
44,0,0,3055970,347068,25,0,1582,1371,0.02589517906594671,-0.49302966911600377
45,0,0,3055970,347068,25,0,1583,1372,0.2138088125714376,-0.5031592690375646
46,0,0,3055970,347068,25,0,1583,1371,-0.01879428774616365,-0.35930220827140147
47,0,0,3055970,347068,25,0,1583,1372,0.12402182835539868,-0.15081160325364637
48,0,0,3055970,347068,25,0,1583,1372,0.18678656111987957,0.04037530123491703
49,-20,0,3055970,347068,25,0,1583,1372,0.17468590571909326,0.16209354400641585
50,-20,0,3055960,347068,25,0,1583,1372,0.11380967522277396,0.1986682507445266
51,-20,0,3055935,347068,25,0,1584,1372,0.037053411308511475,0.4646700702378666
52,-20,0,3055903,347068,25,0,1583,1372,-0.027791996824066606,0.21147032281185146
53,-20,0,3055878,347068,25,0,1583,1371,-0.3648461834696035,-0.029210597229962332
54,-20,0,3055852,347068,25,0,1577,1372,-0.19133025908063236,-1.9889240620902227
55,-20,0,3055825,347068,25,0,1562,1370,-0.6124700342841832,-7.264046268865331
56,-20,0,3055798,347068,25,0,1544,1370,-0.7235268666414412,-14.177417932948288
57,-20,0,3055770,347068,25,0,1532,1368,-1.1842085892991234,-18.363552717921927
58,-20,0,3055742,347068,25,0,1522,1368,-1.1514232183697912,-18.784781252026917
59,-20,0,3055716,347068,25,0,1506,1368,-0.7830464932083485,-18.244206850292315
60,-20,0,3055689,347068,25,0,1484,1366,-0.890268837632834,-18.992542713990385
61,-20,0,3055663,347068,25,0,1468,1364,-1.2982438274400692,-18.618615004381947
62,-20,0,3055637,347068,25,0,1443,1363,-1.494353172073147,-20.271281106341466
63,-20,0,3055613,347068,25,0,1414,1362,-1.4833237616943507,-24.046763045810646
64,-20,0,3055589,347068,25,0,1394,1360,-1.6306060459208538,-25.47557148969586
65,-20,0,3055562,347068,25,0,1375,1359,-1.5445218311031568,-24.5330659535068
66,-20,0,3055538,347068,25,0,1360,1359,-1.0209063313998286,-21.013392292122447
67,-20,0,3055513,347068,25,0,1348,1358,-0.6481035821875367,-15.845603041516647
